case_id,timestamp,decline_code,amount,tree_model_score,routing_rationale,tree_model_top_features,routed_to_llm,llm_recommended_action,llm_confidence,llm_reasoning_summary,llm_schema_valid,guardrail_flags,proposed_action,final_action,guardrail_overrode,override_rule,requires_human_review,model_version,pipeline_version,baseline_final_action,baseline_guardrail_overrode,baseline_override_rule,pipeline_retried,baseline_retried
case_0023,2026-09-04T11:37:14.392428+00:00,stolen_card,2140.42,0.2385859617991725,"score=0.2386 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3166416029691724, ""shap_value"": -0.28183242258019225}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""amount"", ""value"": 2140.42, ""shap_value"": -0.1786101065300059}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0024,2026-09-04T11:37:14.392742+00:00,insufficient_funds,3506.38,0.6299650332607618,"score=0.6300 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8380813876751639, ""shap_value"": 0.5177491813197628}, {""feature"": ""amount"", ""value"": 3506.38, ""shap_value"": -0.44991483036891}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0025,2026-09-04T11:37:14.393018+00:00,lost_card,686.98,0.34632935871405507,"score=0.3463 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6561743723815899, ""shap_value"": 0.23881092744045865}, {""feature"": ""prior_retry_success_count"", ""value"": 1, ""shap_value"": -0.11764288412442325}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0026,2026-09-04T11:37:14.393275+00:00,insufficient_funds,445.19,0.6398421432710695,"score=0.6398 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""amount"", ""value"": 445.19, ""shap_value"": 0.15809368200950152}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0027,2026-09-04T11:37:16.322393+00:00,generic_decline,2444.19,0.42779779737883017,"score=0.4278 vs band=[0.3793, 0.4681] (in_band=True); decline_code='generic_decline' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7316393480391226, ""shap_value"": 0.35452976601842273}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""amount"", ""value"": 2444.19, ""shap_value"": -0.23894440325944447}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",True,retry_scheduled,0.65,"The features used for reasoning are historical_ptp_honor_rate, issuer_bank_risk_tier, amount, ltv_tier, and day_of_week. The historical_ptp_honor_rate has a positive shap_value (0.354), suggesting past reliability, and issuer_bank_risk_tier has a positive shap_value (0.266), suggesting lower risk from the bank. However, these are offset by negative shap_values for amount (-0.239), ltv_tier (-0.201), and day_of_week (-0.175), which contribute to the uncertainty. Given that this is only the first retry attempt and the customer has a significant tenure (1152 days, unranked context, not a SHAP-attributed driver), a scheduled retry is the most balanced approach to allow for potential temporary issues to resolve without immediately escalating or abandoning the recovery.",True,,retry_scheduled,retry_scheduled,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0028,2026-09-04T11:37:16.323239+00:00,insufficient_funds,667.98,0.27094488470600603,"score=0.2709 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2009987207572758, ""shap_value"": -0.4591605128998403}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0029,2026-09-04T11:37:16.323603+00:00,insufficient_funds,643.37,0.671987445196658,"score=0.6720 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6163773698213992, ""shap_value"": 0.17778575814803535}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""amount"", ""value"": 643.37, ""shap_value"": 0.1187314970477208}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0030,2026-09-04T11:37:16.323981+00:00,insufficient_funds,942.46,0.7092750083055483,"score=0.7093 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6478872946110017, ""shap_value"": 0.22610342960504376}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0031,2026-09-04T11:37:16.324332+00:00,generic_decline,850.51,0.3197520873867651,"score=0.3198 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0831412150713731, ""shap_value"": -0.6398845316494194}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""retry_attempt_number"", ""value"": 4, ""shap_value"": -0.17057923296627214}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0032,2026-09-04T11:37:18.518306+00:00,05_do_not_honor,675.9,0.5025374102393025,"score=0.5025 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1451, ""shap_value"": 0.1493838481443465}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""prior_retry_success_count"", ""value"": 1, ""shap_value"": -0.11764288412442325}, {""feature"": ""amount"", ""value"": 675.9, ""shap_value"": 0.1122704420633292}]",True,retry_scheduled,0.65,"Features analyzed: issuer_bank_risk_tier, customer_tenure_days, ltv_tier, prior_retry_success_count, amount. The issuer_bank_risk_tier (POSITIVE shap_value) and customer_tenure_days (POSITIVE shap_value) provide support for recovery, indicating favorable bank risk and long-standing tenure. The amount (POSITIVE shap_value) further suggests the transaction size is not a negative factor here. Conversely, ltv_tier (NEGATIVE shap_value) and prior_retry_success_count (NEGATIVE shap_value) act as headwinds, pushing the case toward non-recovery. While the decline code '05_do_not_honor' is ambiguous, the presence of positive signals regarding tenure and bank risk suggests a scheduled retry is warranted after the current 39.99 hours passed since the last attempt. Note: historical_ptp_honor_rate is unranked context, not a SHAP-attributed driver.",True,,retry_scheduled,retry_scheduled,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0033,2026-09-04T11:37:18.518898+00:00,lost_card,910.24,0.3124279536474101,"score=0.3124 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 1.0, ""shap_value"": 0.7660369942969528}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 45, ""shap_value"": -0.22081043073760903}, {""feature"": ""retry_attempt_number"", ""value"": 4, ""shap_value"": -0.17057923296627214}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0034,2026-09-04T11:37:18.519346+00:00,expired_card_soft,987.82,0.6143058168880159,"score=0.6143 vs band=[0.3793, 0.4681] (in_band=False); decline_code='expired_card_soft' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8401834119919125, ""shap_value"": 0.5209724489412968}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""hours_since_last_attempt"", ""value"": 71.91, ""shap_value"": 0.1373115148423595}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0035,2026-09-04T11:37:18.519731+00:00,insufficient_funds,1756.2,0.7162480287040205,"score=0.7162 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8217774055931149, ""shap_value"": 0.4927484726560168}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1726, ""shap_value"": 0.22179026826706186}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0036,2026-09-04T11:37:18.520064+00:00,51_insufficient_funds,849.91,0.7694421364448373,"score=0.7694 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7839708127657524, ""shap_value"": 0.43477541993250907}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 4, ""shap_value"": -0.17057923296627214}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0037,2026-09-04T11:37:20.699780+00:00,05_do_not_honor,960.14,0.44524045358511694,"score=0.4452 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""hours_since_last_attempt"", ""value"": 4.72, ""shap_value"": -0.12397524062682319}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,escalate_human,0.65,"The features provided are ltv_tier, day_of_week, hours_since_last_attempt, payment_rail, and issuer_bank_risk_tier. The ltv_tier (low) has a negative shap_value of -0.201, pushing the decision away from recovery. The hours_since_last_attempt (4.72) also has a negative shap_value of -0.124, indicating that the timing of this retry attempt is suboptimal. The issuer_bank_risk_tier has a negative shap_value of -0.120, which further weighs against recovery. Conversely, day_of_week and payment_rail have positive shap_values (0.160 and 0.122 respectively), suggesting some favorable context. Given that the negative drivers (ltv, timing, risk) outweigh the positive ones in magnitude and reflect a low-LTV customer with a potentially premature retry attempt, I lack sufficient confidence to trigger an automated retry. Human review is required to evaluate if the customer's historical_ptp_honor_rate (unranked context, not a SHAP-attributed driver) justifies overriding these negative indicators.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
